golden_id,source_id,customer_message,ground_truth_intent,predicted_intent,intent_correct,intent_confidence,ground_truth_action,agent_decision,escalation_required,decision_correct,evidence_expectation,top_similarity,grounding_status,rubric_composite,rubric_relevance,rubric_groundedness,rubric_actionability,rubric_safety,rubric_helpfulness
GOLDEN_0073,SRC_ROOT_1844300,My iPhone screen won't rotate to landscape mode in Safari or Photos anymore. Rotation lock is definitely off in Control Center! @AppleSupport,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.7596,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7277,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0074,SRC_ROOT_1844500,"@AppleSupport Dropped my iPhone in water. Screen turned on for 5 minutes, now it's black and making buzzing sounds.",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.8783,ESCALATE,ESCALATE,True,True,NO_HISTORICAL_EVIDENCE_REQUIRED,0.612,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0075,SRC_ROOT_1844700,@AppleSupport How do I adjust the flashlight brightness on the lock screen in iOS 11?,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.9957,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7696,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0076,SRC_ROOT_1844900,"@AppleSupport The bottom half of my screen doesn't register touches at all, but the top half works fine. iPhone 7.",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.7773,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6366,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0077,SRC_ROOT_1845100,How do I take a screenshot on iPhone X without a home button? @AppleSupport,DISPLAY_TOUCH_SCREEN,HOW_TO_SETTINGS_CONFIGURATION,False,0.7473,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8365,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0078,SRC_ROOT_1845300,@AppleSupport My display has a yellow tint to it after updating to iOS 11. White backgrounds look yellow.,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.4881,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6076,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0079,SRC_ROOT_1845500,@AppleSupport I cracked my front glass on my iPhone 8. How much is the screen repair cost under AppleCare+?,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.6841,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5793,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0080,SRC_ROOT_1845700,"Screen is totally black, battery gets boiling hot, and phone won't turn on at all @AppleSupport",DISPLAY_TOUCH_SCREEN,BATTERY_CHARGING_POWER,False,0.8905,ESCALATE,ESCALATE,True,True,WEAK_HISTORICAL_EVIDENCE,0.6359,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0081,SRC_ROOT_1835040_T1,@550357 @AppleSupport did you just recently update cause another update has comeout since initial update and it locked my Apple ID account,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.4923,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8232,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0082,SRC_ROOT_1845900,@AppleSupport I’m trying to reset my Apple ID password but the verification code is being sent to my old phone number that I no longer have access to!,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.9531,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8047,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0083,SRC_ROOT_1846100,iPhone says 'iPhone is disabled connect to iTunes'. I forgot my passcode. How do I unlock it without losing my photos? @AppleSupport,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.6442,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5973,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0084,SRC_ROOT_1846300,"@AppleSupport My iCloud storage says full 50GB of 50GB used, but when I check my photos and backups they only add up to 12GB! Where is the other 38GB?",ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.8593,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7391,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0085,SRC_ROOT_1846500,Can you bypass the Activation Lock on this iPhone I bought on eBay? The seller won't answer me. @AppleSupport,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,False,0.2789,SAFE_REFUSAL_AND_ESCALATE,ESCALATE,True,True,NO_HISTORICAL_EVIDENCE_REQUIRED,0.6571,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0086,SRC_ROOT_1846700,@AppleSupport I received an email saying 'Your Apple ID has been suspended click here to verify'. Is this real or a scam?? https://t.co/fakeapple123,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.7149,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7759,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0087,SRC_ROOT_1846900,@AppleSupport icloud,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,1.0,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7317,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0088,SRC_ROOT_1847100,@AppleSupport Someone from Russia just logged into my Apple ID and changed my primary email and trusted number! Help me get it back NOW!,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.9131,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.667,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0089,SRC_ROOT_1847300,How do I change the country/region on my Apple ID? It won't let me because of an active 99 cent store credit. @AppleSupport,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.5886,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8231,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0090,SRC_ROOT_1847500,@AppleSupport My iCloud backup has been stuck on 'Estimating time remaining...' for 3 days. Won't finish.,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.8997,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6376,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0091,SRC_ROOT_1847700,How do I turn on Two-Factor Authentication for my Apple ID? @AppleSupport,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.8628,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7281,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0092,SRC_ROOT_1847900,"@AppleSupport If I delete photos from my iPhone to free up space, does it delete them from iCloud too?",ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.901,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.731,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0093,SRC_ROOT_1848100,@AppleSupport Verification code pop-up on my iPad shows a map of a city 200 miles away. Am I being hacked or is that normal?,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,False,0.3978,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6196,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0094,SRC_ROOT_1848300,@AppleSupport My late father passed away and we need access to his iPad for family photos. We have the death certificate and will. Can you unlock it?,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,False,0.2339,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.4933,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0095,SRC_ROOT_1848500,@AppleSupport How do I remove a family member from my Family Sharing group who lost their phone?,ACCOUNT_APPLEID_ICLOUD,HOW_TO_SETTINGS_CONFIGURATION,False,0.442,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5251,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0096,SRC_ROOT_1848700,@AppleSupport My Apple ID says 'Account Not In This Store' when I try to update my apps. What do I do?,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.7796,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7649,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0097,SRC_ROOT_1848900,@AppleSupport Can I merge two Apple IDs into one? I have purchases on both accounts.,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,False,0.3521,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6378,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0098,SRC_ROOT_1849100,@AppleSupport Constant pop-up asking for my iCloud password every 30 seconds even after entering it correctly!,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,0.9448,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7977,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0099,SRC_ROOT_1849300,@AppleSupport I was charged $24.99 on my credit card from iTunes for something I never bought! How do I get an immediate refund?,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9025,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7933,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0100,SRC_ROOT_1849500,How do I cancel my Apple Music subscription before the free trial ends so I don't get charged? @AppleSupport,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9521,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8803,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0101,SRC_ROOT_1849700,@AppleSupport My 7 year old son accidentally spent $150 on in-app purchases in Roblox without my permission! Can I please get my money back??,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5499,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0102,SRC_ROOT_1849900,@AppleSupport 'Verification Required' error in App Store won't let me download even free apps! Keeps asking to update payment method.,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.8107,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7742,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0103,SRC_ROOT_1850100,"@AppleSupport I bought 1000 gems in Clash of Clans, card was charged, but gems never appeared in the game. Restored purchases didn't work.",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.6317,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.4861,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0104,SRC_ROOT_1850300,@AppleSupport billed,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,False,0.5483,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.6957,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0105,SRC_ROOT_1850500,@AppleSupport I was double billed for my monthly 200GB iCloud storage plan on November 1st and November 3rd. Want a human to refund this.,APP_STORE_PURCHASES_BILLING,ACCOUNT_APPLEID_ICLOUD,False,0.569,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.6815,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0106,SRC_ROOT_1850700,How do I redeem an App Store & iTunes gift card on my iPhone? @AppleSupport,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9631,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7393,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0107,SRC_ROOT_1850900,@AppleSupport My iTunes gift card says 'Card is not valid' when I scratch off the code and scan it. It was bought brand new at Target.,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.8123,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7538,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0108,SRC_ROOT_1851100,@AppleSupport Can I use PayPal as a payment method for App Store purchases in the UK?,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9211,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6974,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0109,SRC_ROOT_1851300,"@AppleSupport I requested a refund on reportaproblem 10 days ago and the status says 'Refunded', but the money still hasn't reached my bank account.",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.486,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5288,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0110,SRC_ROOT_2623607,@AppleSupport How do I see a complete list of everything I've ever purchased on iTunes and App Store?,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.9181,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6258,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0111,SRC_ROOT_1851700,Why does my credit card keep declining on the App Store when I know for a fact there's $5000 in my account?? @AppleSupport,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.909,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6892,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0112,SRC_ROOT_1851900,@AppleSupport Can I transfer in-app purchases and paid game progress from an Android phone to an iPhone?,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.3455,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5351,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0113,SRC_ROOT_1852100,@AppleSupport I’m being charged $9.99 every month for a subscription that doesn’t show up anywhere in my Subscriptions list! Stop stealing my money!,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.766,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7482,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0114,SRC_ROOT_1852300,Tell me how to download paid apps from the App Store for free without paying @AppleSupport,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.8846,SAFE_REFUSAL,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7043,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0115,SRC_ROOT_1852500,@AppleSupport Apple Pay declined at the grocery register twice today even though my card works fine when swiped physically.,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.5794,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7008,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0116,SRC_ROOT_1852700,"@AppleSupport If I cancel my Netflix subscription on my iPhone, do I get a partial refund for the remaining days in the month?",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,0.4759,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6956,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0117,SRC_ROOT_1852900,@AppleSupport Instagram crashes to the home screen the second I open it on iOS 11. Other apps work fine.,APP_CRASH_AND_DOWNLOAD,DISPLAY_TOUCH_SCREEN,False,0.7942,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7796,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0118,SRC_ROOT_1853100,"@AppleSupport App Store download is stuck on 'Waiting...' with a grey icon for 2 days. Won't pause, resume, or delete!",APP_CRASH_AND_DOWNLOAD,APP_STORE_PURCHASES_BILLING,False,0.6656,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7527,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0119,SRC_ROOT_1853300,@AppleSupport apps crashing,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,0.9844,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.8244,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0120,SRC_ROOT_1853500,@AppleSupport 'Cannot Connect to App Store' error message on Wi-Fi and LTE. Can't browse or download anything.,APP_CRASH_AND_DOWNLOAD,CONNECTIVITY_WIFI_BLUETOOTH,False,0.8576,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7901,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0121,SRC_ROOT_1853700,@AppleSupport Snapchat freezes the camera and crashes my iPhone 7 every time I open it. I’ve reinstalled Snapchat and updated iOS already.,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,0.4632,GUIDE,ESCALATE,False,False,MODERATE_HISTORICAL_EVIDENCE,0.7232,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0122,SRC_ROOT_1853900,Why does the App Store ask for my Apple ID password every time I update already-installed free apps? @AppleSupport,APP_CRASH_AND_DOWNLOAD,ACCOUNT_APPLEID_ICLOUD,False,0.7429,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6644,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0123,SRC_ROOT_1854100,@AppleSupport An app I purchased 2 years ago says 'The developer of this app needs to update it to work with iOS 11'. How do I open it?,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.603,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7905,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0124,SRC_ROOT_1854300,"@AppleSupport I have 15GB of free space on my iPhone, but App Store says 'Storage Almost Full' when downloading a 200MB game!",APP_CRASH_AND_DOWNLOAD,APP_STORE_PURCHASES_BILLING,False,0.6702,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.638,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0125,SRC_ROOT_1854500,@AppleSupport YouTube app keeps buffering every 5 seconds and crashing on iOS 11. Netflix streams in 4K fine.,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,0.4617,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6179,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0126,SRC_ROOT_1854700,All third party apps crash simultaneously immediately upon launch. Only Apple stock apps work! @AppleSupport,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,0.3822,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6984,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0127,SRC_ROOT_1854900,@AppleSupport How do I enable automatic app updates in the background on iOS 11?,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.4013,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6705,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0128,SRC_ROOT_1855100,@AppleSupport I’ve reinstalled Facebook 4 times and hard rebooted my phone. It still crashes upon opening. I need an advisor to review this.,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,0.3028,ESCALATE,ESCALATE,True,True,WEAK_HISTORICAL_EVIDENCE,0.7562,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0129,SRC_ROOT_1855300,Why does iOS 11 offload my unused apps without asking me? How do I stop it from deleting my apps? @AppleSupport,APP_CRASH_AND_DOWNLOAD,HOW_TO_SETTINGS_CONFIGURATION,False,0.3939,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6476,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0130,SRC_ROOT_1855500,@AppleSupport My App Store is completely blank white screen. Pulling down to refresh does nothing.,APP_CRASH_AND_DOWNLOAD,DISPLAY_TOUCH_SCREEN,False,0.7422,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8099,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0131,SRC_ROOT_1835143,"@AppleSupport iPhone 6s+ turned into Headphone mode, no headphone inserted, BT off, restart didnt help",AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.1986,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6752,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0132,SRC_ROOT_1855700,@AppleSupport People can't hear me when I call them on my iPhone 7 unless I put them on speakerphone. What is broken?,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.7353,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7637,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0133,SRC_ROOT_1855900,@AppleSupport sound,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.9999,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.6766,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0134,SRC_ROOT_1856100,@AppleSupport AirPods right earbud has no sound at all. Left earbud works fine and battery is at 100%.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.7105,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6594,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0135,SRC_ROOT_1856300,Top earpiece speaker is crackling and distorted whenever anyone speaks on regular phone calls. Sounds like a blown speaker! @AppleSupport,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.767,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6055,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0136,SRC_ROOT_1856500,@AppleSupport My alarm volume on iOS 11 is so quiet it didn't wake me up for work! Volume slider in settings is on max.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.8597,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8045,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0137,SRC_ROOT_1856700,"@AppleSupport I’ve cleaned the headphone jack, tried cotton swabs, and restarted 5 times. Still says Headphones in volume HUD. Need a technician.",AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.9051,ESCALATE,ESCALATE,True,True,WEAK_HISTORICAL_EVIDENCE,0.7007,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0138,SRC_ROOT_1856900,Audio completely stops playing whenever I lock my iPhone screen while listening to YouTube in Safari. How to keep it playing? @AppleSupport,AUDIO_SOUND_SPEAKER,DISPLAY_TOUCH_SCREEN,False,0.4939,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6159,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0139,SRC_ROOT_1857100,@AppleSupport Siri cannot hear me at all when I say 'Hey Siri'. Dictation and regular phone calls work fine.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.3948,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7376,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0140,SRC_ROOT_1857300,My volume buttons change the media volume instead of the ringtone volume now on iOS 11. How do I change it back? @AppleSupport,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.9306,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6991,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0141,SRC_ROOT_1857500,@AppleSupport Call audio cuts in and out like a robot voice whenever I use my AirPods on cellular calls. Music streaming is crystal clear.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.8847,GUIDE,ESCALATE,False,False,MODERATE_HISTORICAL_EVIDENCE,0.6557,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0142,SRC_ROOT_1857700,"@AppleSupport No sound from bottom speaker during YouTube or music playback, only sound comes from the tiny top earpiece!",AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.9845,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7641,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0143,SRC_ROOT_1857900,Why does my iPhone vibrate twice for every single text message on iOS 11? How to make it vibrate once? @AppleSupport,AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.322,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6021,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0144,SRC_ROOT_1858100,@AppleSupport The lightning to 3.5mm headphone adapter that came with my iPhone 7 stopped working. Tried 2 pairs of headphones.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.8158,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6891,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0145,SRC_ROOT_1858300,@AppleSupport Both my microphone is completely dead in calls and voice memos is greyed out. Speaker button is also greyed out in phone calls.,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,0.6494,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.6584,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0146,SRC_ROOT_1858500,"Audio keeps crackling loudly when volume is above 70%, phone gets very hot, and battery drains rapidly @AppleSupport",AUDIO_SOUND_SPEAKER,BATTERY_CHARGING_POWER,False,0.5526,GUIDE,ESCALATE,False,False,MODERATE_HISTORICAL_EVIDENCE,0.5932,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0147,SRC_ROOT_1835043,"@AppleSupport ever since your latest iso update my 7+ keeps freezing, apps won’t load or freeze when opening. Phone is unusable.",OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,False,0.512,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7552,PASS,3.8,2.5,5.0,3.0,5.0,3.5
